Well-known ID;Name;prj
32165;NAD_1983_BLM_Zone_15N_ftUS;"PROJCS[""NAD_1983_BLM_Zone_15N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",1640416.666666667],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-93.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Foot_US"",0.3048006096012192]]"
32166;NAD_1983_BLM_Zone_16N_ftUS;"PROJCS[""NAD_1983_BLM_Zone_16N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",1640416.666666667],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-87.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Foot_US"",0.3048006096012192]]"
32167;NAD_1983_BLM_Zone_17N_ftUS;"PROJCS[""NAD_1983_BLM_Zone_17N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",1640416.666666667],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-81.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Foot_US"",0.3048006096012192]]"
32180;NAD_1983_MTM_2_SCoPQ;"PROJCS[""NAD_1983_MTM_2_SCoPQ"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-55.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32181;NAD_1983_MTM_1;"PROJCS[""NAD_1983_MTM_1"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-53.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32182;NAD_1983_MTM_2;"PROJCS[""NAD_1983_MTM_2"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-56.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32183;NAD_1983_MTM_3;"PROJCS[""NAD_1983_MTM_3"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-58.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32184;NAD_1983_MTM_4;"PROJCS[""NAD_1983_MTM_4"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-61.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32185;NAD_1983_MTM_5;"PROJCS[""NAD_1983_MTM_5"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-64.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32186;NAD_1983_MTM_6;"PROJCS[""NAD_1983_MTM_6"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-67.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32187;NAD_1983_MTM_7;"PROJCS[""NAD_1983_MTM_7"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-70.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32188;NAD_1983_MTM_8;"PROJCS[""NAD_1983_MTM_8"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-73.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32189;NAD_1983_MTM_9;"PROJCS[""NAD_1983_MTM_9"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-76.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32190;NAD_1983_MTM_10;"PROJCS[""NAD_1983_MTM_10"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-79.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32191;NAD_1983_MTM_11;"PROJCS[""NAD_1983_MTM_11"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-82.5],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32192;NAD_1983_MTM_12;"PROJCS[""NAD_1983_MTM_12"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-81.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32193;NAD_1983_MTM_13;"PROJCS[""NAD_1983_MTM_13"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-84.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32194;NAD_1983_MTM_14;"PROJCS[""NAD_1983_MTM_14"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-87.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32195;NAD_1983_MTM_15;"PROJCS[""NAD_1983_MTM_15"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-90.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32196;NAD_1983_MTM_16;"PROJCS[""NAD_1983_MTM_16"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-93.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32197;NAD_1983_MTM_17;"PROJCS[""NAD_1983_MTM_17"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",304800.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-96.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32198;NAD_1983_Quebec_Lambert;"PROJCS[""NAD_1983_Quebec_Lambert"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-68.5],PARAMETER[""Standard_Parallel_1"",46.0],PARAMETER[""Standard_Parallel_2"",60.0],PARAMETER[""Latitude_Of_Origin"",44.0],UNIT[""Meter"",1.0]]"
32199;NAD_1983_StatePlane_Louisiana_Offshore_FIPS_1703;"PROJCS[""NAD_1983_StatePlane_Louisiana_Offshore_FIPS_1703"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""False_Easting"",1000000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-91.33333333333333],PARAMETER[""Standard_Parallel_1"",26.16666666666667],PARAMETER[""Standard_Parallel_2"",27.83333333333333],PARAMETER[""Latitude_Of_Origin"",25.5],UNIT[""Meter"",1.0]]"
32201;WGS_1972_UTM_Zone_1N;"PROJCS[""WGS_1972_UTM_Zone_1N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-177.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32202;WGS_1972_UTM_Zone_2N;"PROJCS[""WGS_1972_UTM_Zone_2N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-171.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32203;WGS_1972_UTM_Zone_3N;"PROJCS[""WGS_1972_UTM_Zone_3N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-165.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32204;WGS_1972_UTM_Zone_4N;"PROJCS[""WGS_1972_UTM_Zone_4N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-159.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32205;WGS_1972_UTM_Zone_5N;"PROJCS[""WGS_1972_UTM_Zone_5N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-153.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32206;WGS_1972_UTM_Zone_6N;"PROJCS[""WGS_1972_UTM_Zone_6N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-147.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32207;WGS_1972_UTM_Zone_7N;"PROJCS[""WGS_1972_UTM_Zone_7N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-141.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32208;WGS_1972_UTM_Zone_8N;"PROJCS[""WGS_1972_UTM_Zone_8N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-135.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32209;WGS_1972_UTM_Zone_9N;"PROJCS[""WGS_1972_UTM_Zone_9N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-129.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32210;WGS_1972_UTM_Zone_10N;"PROJCS[""WGS_1972_UTM_Zone_10N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-123.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32211;WGS_1972_UTM_Zone_11N;"PROJCS[""WGS_1972_UTM_Zone_11N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-117.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32212;WGS_1972_UTM_Zone_12N;"PROJCS[""WGS_1972_UTM_Zone_12N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-111.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32213;WGS_1972_UTM_Zone_13N;"PROJCS[""WGS_1972_UTM_Zone_13N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-105.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32214;WGS_1972_UTM_Zone_14N;"PROJCS[""WGS_1972_UTM_Zone_14N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-99.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32215;WGS_1972_UTM_Zone_15N;"PROJCS[""WGS_1972_UTM_Zone_15N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-93.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32216;WGS_1972_UTM_Zone_16N;"PROJCS[""WGS_1972_UTM_Zone_16N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-87.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32217;WGS_1972_UTM_Zone_17N;"PROJCS[""WGS_1972_UTM_Zone_17N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-81.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32218;WGS_1972_UTM_Zone_18N;"PROJCS[""WGS_1972_UTM_Zone_18N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-75.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32219;WGS_1972_UTM_Zone_19N;"PROJCS[""WGS_1972_UTM_Zone_19N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-69.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32220;WGS_1972_UTM_Zone_20N;"PROJCS[""WGS_1972_UTM_Zone_20N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-63.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32221;WGS_1972_UTM_Zone_21N;"PROJCS[""WGS_1972_UTM_Zone_21N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-57.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32222;WGS_1972_UTM_Zone_22N;"PROJCS[""WGS_1972_UTM_Zone_22N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-51.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32223;WGS_1972_UTM_Zone_23N;"PROJCS[""WGS_1972_UTM_Zone_23N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-45.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
32224;WGS_1972_UTM_Zone_24N;"PROJCS[""WGS_1972_UTM_Zone_24N"",GEOGCS[""GCS_WGS_1972"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135.0,298.26]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-39.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
